drug,condition,review,rating
Amlodipine,For High Blood Pressure:,"“I don’t usually write reviews but felt had to with this. Only took two 5mg tablets and awful side effects and experience. Day 1 severe dizziness headache and very bad chest pain and a wired feeling. Day 2 anxiety through the roof, could not think straight, dizzy, breathless. And blood pressure going up not down. Stopped it and next two days still very high anxiety, breathless and chest tightness. Really wanted this to work and bring down blood pressure and I’m happy to ride out side effects but this drug is scary, thought I’d have to go to A&E but rode it out. Day 3 now since I took the tablets and all improved but now bad stomach pains, diarrhea and back pains. Think it’s all the end of this drug coming out of system . First time I’ve taken blood pressure med and really scared me. Disappointed. I stopped it myself as the doctor would probably say try longer, nope! Maybe more exercise. Not in a hurry to try an alternative one”","
1 "
Amlodipine,For High Blood Pressure:,"“I was prescribed Amlodipine a month ago and let me say it's been the worst month of my life, and I have been through some hard things in my life. I've had every side effect you could think of but the worst for me was the dizziness, lack of appetite, headaches and rapid heartbeat. It causes severe anxiety all I can do is lay and worry because I can't function normally for being so dizzy. I hate this drug with a passion please if you're reading this and experiencing any side effect it only gets worse tell your doctor to switch you. I'm back on Metoprolol as of 3 days ago and very slowly feeling better and hoping it continues.”","
1 "
Amlodipine,For High Blood Pressure:,"“From day one I experienced light headedness and once fainted. After one and a half years, the CONSTANT dizziness was crushing me, I couldn't concentrate, do anything physical, walk far, ride my bike, my work was suffering and I was beginning to feel depressed and hopeless. My doctor finally (why so long?) took me off the amlodipine, and within 48 hours my dizziness had gone, but also I realized that serious back pain that had been torture for over a year faded away. Over the time I took this medicine, my gripes included painful urination, serious muscular pain in my leg and in my back. The worst thing was that my doctor was leaning more and more towards psycho somatic causes and trying to convince me I was provoking the symptoms due to depression. He wanted to put me medication for this. It DISGUSTS me that he didn't listen to me, that he didn't take me seriously, that he didn't take the amlodipine side effects into consideration until I argued with him for nearly an hour about it.”","
1 "
Amlodipine,For High Blood Pressure:,"“I’ve taken amlodipine for a little over a month and I find it very bad every side effect possible I have it: light headed, tightness around head and neck.  Buzzing sounds,  vivid dreams. Can’t sleep, dry mouth, infection in left eye, nervousness and depression ; been off just five days and I feel so so but still drained!!  Who can help get thus pill out my system!!!”","
2 "
Amlodipine,For High Blood Pressure:,"“I started taking amlodipine on November 06 2020. My normal blood pressure around 140/84. Dr. Prescribed amlodipine.  I had headaches, nightmares and crazy anxiety from this medication. I stopped cold turkey and my bp went up to 150/100. I have been off of it for 5 days and I am having heart palpitations bad. I can feel my blood pumping in the back of my neck. I read it takes 11.5 days to get this medication out of the system. I saw an emergency Dr on December 26 2020 and he said he never heard of those side effects. Guess he should read this page and see what that medicine is doing to people.”","
1 "
Amlodipine,For High Blood Pressure:,“I have been on amlodipine besylate for 6 days. I have experienced the following:  extreme anxiety; feels like my heart is trying to beat its way out of my chest; can’t think straight; weird vivid dreams; sleeping on my back and I wake up with a drowning feeling; dry mouth and dry skin.  My blood pressure has been stable.  I am not taking this drug again. Thank Goodness for this site. I will contact my doctor tomorrow.”,"
1 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,"“I have been on this medication since Jan 17 over the past 2 years for high blood pressure. My blood pressure was extremely high for years this was one of the first to bring it back to normal. HOWEVER I started developing SEVERAL different symptoms almost loosing myself from what I believe to be this medication. Constant leg cramps, heavy legs, migraines, elevated liver enzymes (fatty liver disease) and worst of all a dull isolated personality like I wasn’t myself anymore. I felt like I didn’t have any ambition or desire for anything. Not myself anymore. I kept telling my doctor something was wrong until I forgot to take my medicine my mind felt better but was beating out of my chest from not taking it I can hear and feel it pound so hard. THIS MEDICATION CAN RUIN SOMEONES LIFE. I am gonna try natural ways to lower my blood pressure or something else. If you are taking this and feel like you are not yourself anymore and can care less to do anything in life. Talk to your Doc”","
2 "
Amlodipine,Norvasc (amlodipine) for High Blood Pressure:,"“I started taking amlodipine in 2006 for moderate blood pressure. Most of my BP readings is 145/85; I told my primary physician that my now ankles  swell; a chronic headache  after I take it; and earache.  I went to ENT and took a battery of tests which ENT then referred me for a brain scan.  I am debating on that referral.  I stopped taking amlodipine on 9/6 and went to my rheumatologist on 9/11; without taking bp my reading was 143/84  I have come to the conclusion, I want something other than amlodipine.  The reward is not worth the risk.”",1
Amlodipine,For High Blood Pressure:,"“Female Age 77. I started on Amlodipine 5mg 6 weeks ago. My BP when checked by GP had improved so I was delighted. 4 weeks on the side effects increased with tinnitus (ringing ears), intense stomach cramps & the trots (especially during night), tiredness, dizzy spells, weight gain & fluid retention in legs & feet. My skin was tightly stretched & shiny & became bright red with blotches & swelling spreading from both feet, ankles, extending up to calves. I rang Pharmacist who advised I should contact GP. Two phone calls later my GP advised I should stop taking the tablets & an appointment was given for a review. The huge swelling & severe inflammation has subsided but not completely gone. I’ve read that it will take 11.5 days for the drug to be eliminated from my system so hoping I will be back to feeling more normal without these horrid side effects. My quality of life was badly affected by this drug and I feel I’d rather have no treatment than suffer the last few weeks of a living nightmare”","
1 "
Amlodipine,For High Blood Pressure:,"“I was on coveram for 8 years, and then early during the year I developed a cough. So I was asked to take amlopidine 10 mg. After a week ,I started having chest pain, a high racing pulse, hot face and an extreme fatigue, like I had no life. On top of it my right hand was hurting. So I stopped taking them. My symptoms stopped but after 4 days, I woke up and both my knees are swollen and painful. Any one experienced that. My GP said it's probably gout but my instinct says it's that bloody medication. It stays in your system for at least 11.5 days.”","
1 "
Amlodipine,For High Blood Pressure:,"“I’ve been on this medication amlodipine for 20 days..  But I started having night sweats, tired, dizziness, split second fainting. As I kept taking this side affects worsened. I’m constantly fatigue, sleepy, jittery, easily tired and at night my arms feel like they are asleep and have to move them around. Recently my heart is constantly racing that almost called for emergency help. I had to control myself with deep breaths to calm down. I’m checking my pressure 3 times a day because my heart is racing out of control and afraid that I’m having a heart attack.  I’m getting off this meds. And I’m not waiting for the doctor to tell me to do so. This is not for everyone . If I would have known how serious the effects are would have not accepted. The effects that are labeled sound very routine like most drugs do. This drug needs to be more informative and descriptive of how serious the effects are. We’re taking this drug blinding and thinking that the effects are minor. It should be banned!”","
2 "
